,Winter,1999,Porter,Oregon,"$378,201 ",,
,Winter,1999,Stout,Oregon,"$413,519 ",,
,Winter,1999,Amber Ale,Washington,"$516,512 ",,
,Winter,1999,Hefeweizen,Washington,"$494,282 ",,
,Winter,1999,Pale Ale,Washington,"$538,958 ",,
,Winter,1999,Pilsner,Washington,"$502,214 ",,
,Winter,1999,Porter,Washington,"$539,525 ",,
,Winter,1999,Stout,Washington,"$517,806 ",,
,Fall,2000,Amber Ale,California,"$625,097 ",,
,Fall,2000,Hefeweizen,California,"$632,542 ",,
,Fall,2000,Pale Ale,California,"$565,957 ",,
,Fall,2000,Pilsner,California,"$609,354 ",,
,Fall,2000,Porter,California,"$501,393 ",,
,Fall,2000,Stout,California,"$461,281 ",,
,Fall,2000,Amber Ale,Oregon,"$476,654 ",,
,Fall,2000,Hefeweizen,Oregon,"$405,717 ",,
,Fall,2000,Pale Ale,Oregon,"$407,780 ",,
,Fall,2000,Pilsner,Oregon,"$462,903 ",,
,Fall,2000,Porter,Oregon,"$460,030 ",,
,Fall,2000,Stout,Oregon,"$463,982 ",,
,Fall,2000,Amber Ale,Washington,"$622,573 ",,
,Fall,2000,Hefeweizen,Washington,"$578,387 ",,
,Fall,2000,Pale Ale,Washington,"$579,998 ",,
,Fall,2000,Pilsner,Washington,"$594,253 ",,
,Fall,2000,Porter,Washington,"$473,198 ",,
,Fall,2000,Stout,Washington,"$601,406 ",,
,Spring,2000,Amber Ale,California,"$616,561 ",,
,Spring,2000,Hefeweizen,California,"$559,403 ",,
,Spring,2000,Pale Ale,California,"$597,369 ",,
,Spring,2000,Pilsner,California,"$709,122 ",,
,Spring,2000,Porter,California,"$462,316 ",,
,Spring,2000,Stout,California,"$466,554 ",,
,Spring,2000,Amber Ale,Oregon,"$380,338 ",,
,Spring,2000,Hefeweizen,Oregon,"$406,420 ",,
,Spring,2000,Pale Ale,Oregon,"$422,373 ",,
,Spring,2000,Pilsner,Oregon,"$385,923 ",,
,Spring,2000,Porter,Oregon,"$474,148 ",,
,Spring,2000,Stout,Oregon,"$438,409 ",,
,Spring,2000,Amber Ale,Washington,"$554,317 ",,
,Spring,2000,Hefeweizen,Washington,"$609,069 ",,
,Spring,2000,Pale Ale,Washington,"$563,406 ",,
,Spring,2000,Pilsner,Washington,"$606,490 ",,
,Spring,2000,Porter,Washington,"$564,560 ",,
,Spring,2000,Stout,Washington,"$600,194 ",,
,Summer,2000,Amber Ale,California,"$549,802 ",,
,Summer,2000,Hefeweizen,California,"$493,119 ",,
,Summer,2000,Pale Ale,California,"$576,355 ",,
,Summer,2000,Pilsner,California,"$670,233 ",,
,Summer,2000,Porter,California,"$524,001 ",,
,Summer,2000,Stout,California,"$527,703 ",,
,Summer,2000,Amber Ale,Oregon,"$355,197 ",,
,Summer,2000,Hefeweizen,Oregon,"$420,947 ",,
,Summer,2000,Pale Ale,Oregon,"$423,393 ",,
,Summer,2000,Pilsner,Oregon,"$547,726 ",,
,Summer,2000,Porter,Oregon,"$478,507 ",,
,Summer,2000,Stout,Oregon,"$425,549 ",,
,Summer,2000,Amber Ale,Washington,"$618,631 ",,
,Summer,2000,Hefeweizen,Washington,"$593,074 ",,
,Summer,2000,Pale Ale,Washington,"$708,115 ",,
,Summer,2000,Pilsner,Washington,"$657,230 ",,
,Summer,2000,Porter,Washington,"$636,020 ",,
,Summer,2000,Stout,Washington,"$648,918 ",,
,Winter,2000,Amber Ale,California,"$508,848 ",,
,Winter,2000,Hefeweizen,California,"$522,433 ",,
,Winter,2000,Pale Ale,California,"$526,729 ",,
,Winter,2000,Pilsner,California,"$504,010 ",,
,Winter,2000,Porter,California,"$426,401 ",,
,Winter,2000,Stout,California,"$430,903 ",,
,Winter,2000,Amber Ale,Oregon,"$319,614 ",,
,Winter,2000,Hefeweizen,Oregon,"$417,155 ",,
,Winter,2000,Pale Ale,Oregon,"$395,381 ",,
,Winter,2000,Pilsner,Oregon,"$385,921 ",,
,Winter,2000,Porter,Oregon,"$349,157 ",,
,Winter,2000,Stout,Oregon,"$375,737 ",,
,Winter,2000,Amber Ale,Washington,"$528,322 ",,
,Winter,2000,Hefeweizen,Washington,"$497,798 ",,
,Winter,2000,Pale Ale,Washington,"$515,122 ",,
,Winter,2000,Pilsner,Washington,"$501,404 ",,
,Winter,2000,Porter,Washington,"$518,350 ",,
,Winter,2000,Stout,Washington,"$445,582 ",,
